original,revised,aligned,id
"This made my life easier , and at the same time saved some trees in a rainforest from being cut .",This makes my life easier and at the same time saves some trees in a rainforest from being cut down .,"This {made=>makes} my life easier {,=>} and at the same time {saved=>saves} some trees in a rainforest from being cut {=>down} .",fce_dev_430
Santhali or Santali is also spoke widely spoken by the tribal population in the tea garden districts of Assam .,"Santhali , or Santali , is also spoken widely by the tribal population in the tea garden districts of Assam .","Santhali {=>,} or Santali {=>,} is also {spoke=>spoken} widely {spoken=>} by the tribal population in the tea garden districts of Assam .",wiki_dev_593
I hope you will enjoy your journey in our city and look forward to meeting you at this conference .,I hope you will enjoy your journey in our city and I look forward to meeting you at this conference .,I hope you will enjoy your journey in our city and {=>I} look forward to meeting you at this conference .,fce_test_549
It was absolutely fantastic prize .,It was an absolutely fantastic prize .,It was {=>an} absolutely fantastic prize .,fce_test_42
"Nevertheless , sometimes communications disturb their lifes in a wrong way .","Nevertheless , sometimes communications disturb their lives in a bad way .","Nevertheless , sometimes communications disturb their {lifes=>lives} in a {wrong=>bad} way .",fce_dev_196
So I must insist that I want to have a full refund .,So I must insist that I have a full refund .,So I must insist that I {want to=>} have a full refund .,fce_dev_630
"I am just coming back from a week 's holiday in London , which has been all in all really nice .","I am just coming back from a week of vacationing in London , which has , all in all , been really nice .","I am just coming back from a week {'s holiday=>of vacationing} in London , which has {been=>,} all in all {=>, been} really nice .",fce_test_600
"By 1979 , if not before , U.S. Intelligence believed Israel had designs and fissile material for nuclear weapons , and were perhaps in a position so they could test advanced small tactical nuclear weapons .","By 1979 , if not before , U.S. Intelligence believed Israel had designs and fissile material for nuclear weapons , and were perhaps in a position to test advanced small tactical nuclear weapons .","By 1979 , if not before , U.S. Intelligence believed Israel had designs and fissile material for nuclear weapons , and were perhaps in a position {so they could=>to} test advanced small tactical nuclear weapons .",wiki_test_624
"He fought in the Spanish Civil war and in World War II always on the search for answers to questions like "" ... what defines a man "" , or "" ... what happens to us in critical situations "" .","He fought in the Spanish Civil War and in World War II , always searching for answers to questions like : "" What defines a man ? "" or , "" What happens to us in critical situations ? ""","He fought in the Spanish Civil {war=>War} and in World War II {=>,} always {on the search=>searching} for answers to questions like {=>:} "" {... what=>What} defines a man {=>?} "" {=>or} , {or=>} "" {... what=>What} happens to us in critical situations {=>?} "" {.=>}",fce_test_816
"Lastly , what you could possibly do while you will be waiting for three hours , for some people who want to go shopping .","Lastly , what could you possibly do while waiting for three hours for some people who want to go shopping .","Lastly , what {=>could} you {could=>} possibly do while {you will be=>} waiting for three hours {,=>} for some people who want to go shopping .",fce_dev_835
I always dreamed about going to the California and now my dreams are coming truth .,"I always dreamed about going to California , and now my dreams are coming true .","I always dreamed about going to {the=>} California {=>,} and now my dreams are coming {truth=>true} .",fce_test_272
This was my secret and now it was not .,"This was my secret , and now it was out .","This was my secret {=>,} and now it was {not=>out} .",fce_dev_594
"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} .",fce_dev_214
The Place House is the family seat for the Trefry family since 1066 .,The Place House is the family seat for the Trefry Family since 1066 .,The Place House is the family seat for the Trefry {family=>Family} since 1066 .,wiki_test_255
"After a battle ensued for half an an hour Rua was arrested and transported to Rotorua , his hair and beard removed .","After a battle ensued for half an hour , Rua was arrested and transported to Rotorua , his hair and beard removed .","After a battle ensued for half an {an=>} hour {=>,} Rua was arrested and transported to Rotorua , his hair and beard removed .",wiki_dev_717
"In Arabic , Amit ( ) means being highly praised , beloved and victorious .","In Arabic , amit means being highly praised , beloved , and victorious .","In Arabic , {Amit ( )=>amit} means being highly praised , beloved {=>,} and victorious .",wiki_test_13
